\ ------------------------------------------------------------------------------------------------------------------
\
\ S4G pipeline 5 stellar masses.
\ 
\ M.Querejeta & S.Meidt, MPIA, Heidelberg, September 2014 (contact: querejeta@mpia.de)
\
\ ------------------------------------------------------------------------------------------------------------------
\ COLUMN DESCRIPTION:
\ 
\ Column #1: Galaxy name
\  
\ Column #2: Stellar mass (ICA-corrected 3.6um image integrated within the 25.5mag/arcsec^2 isophote; M/L=0.6 Msun/Lsun)
\  
\ Column #3: Flux of ICA-corrected 3.6um image integrated within the 25.5mag/arcsec^2 isophote
\  
\ Column #4: (Weighted) average signal-to-noise ratio of the original 3.6um image (see paper for details)
\  
\ Column #5: Distance (Muñoz-Mateos et al. 2015)
\  
\ Column #6: Hubble type (Buta et al. 2015)
\  
\ -----------------------------------------------------------------------------------
|       #1|             #2|             #3|             #4|             #5|      #6|
|   Galaxy|   Stellar mass|        s2 flux|            S/N|       Distance|Hubble T|
  UGC07534       281548768       39.349815        4.451697       15.000000       10
  UGC07559        29426264        4.390665        3.844131        4.330000       10
  UGC07577        72558960      122.044968        5.417588        2.970000       20
  UGC07596        81374952       42.526119        5.185427        7.510000       10
  UGC07599        20375100        3.483588        4.481607        5.200000       10
  UGC07608        73416072        2.072984        4.169909        7.600000       10
  UGC07612       940127424       30.789917        4.649893       24.250000        8
  UGC07639       162541248      125.104889        5.798537        6.970000       -2
  UGC07673        73828480        6.651265        2.644710        9.700000       10
  UGC07697      2650205440       26.253115       10.349605       40.400002        7
  UGC07698        71472912       56.919243        3.762628        4.950000       10
  UGC07719       106367120       11.372004        5.086560        8.900000       10
  UGC07730       817940992       17.519083        4.648472       37.070000        8
  UGC07739       382099392       43.675957        4.811935       15.200000       20
  UGC07774       914194560      153.650696       10.513427       19.309999        8
  UGC07780       125353528       10.893861        4.650694       19.230000       10
  UGC07795          495830        4.407288        3.538075        0.810000       10
  UGC07802      1352392192       99.970306       13.986861       24.670000        7
  UGC07824       360694080       48.368164        5.949980       16.360001       -2
  UGC07844      1527900672       28.566147        9.788937       48.099998        8
  UGC07848     10227505152      132.542480       11.740007       51.700001        4
  UGC07906        59128664        1.381951        3.022366       13.460000       10
  UGC07908       925365632       61.369560       11.588685       22.230000        9
  UGC07911      3682840576      114.473267        5.131480       23.500000        8
  UGC07950       230335120       47.800980        8.231583        8.900000       10
  UGC08048        61984992        4.302664        3.068069       12.380000        8
  UGC08053       554894080       29.065447        5.197041       20.200001        9
  UGC08056      1403392640       47.509487        6.497379       35.980000        8
  UGC08085      3483749888      153.145966       12.962277       29.270000        5
  UGC08127       268792480       24.059271        6.247776       18.920000        9
  UGC08153      2913785088       43.783703        5.713893       42.299999        9
  UGC08181        90084768       29.644791        6.830609       11.790000        8
  UGC08201        64865792       88.212914        4.183228        4.390000       10
  UGC08282      2636267776       14.896726        9.053104       46.500000        7
  UGC08313       207207472      163.569763       10.256175        9.200000       10
  UGC08320        87078704      191.794617        4.864647        4.530000       10
  UGC08331        47556984        9.502583        4.472717        5.750000       10
  UGC08365       826280640       66.852264        5.532737       21.830000       10
  UGC08385      1219821952       52.449959        6.804776       22.400000        9
  UGC08441       878103680       25.000086        4.093935       26.799999       10
  UGC08449       357732992       40.697063        7.322482       23.900000        8
  UGC08508       174818336    -3970.602051        5.409408        2.640000       10
  UGC08575       472973696       32.238033        5.572564       22.900000        8
  UGC08588      1221903360       86.017578        5.880159       26.400000        9
  UGC08614      2486045440       92.952499        9.566942       21.600000       10
  UGC08629       134483936       10.558740        3.105413       13.600000       10
  UGC08639      1359507456       26.328911        6.468302       29.400000        9
  UGC08642       581329792       21.853975        7.535563       34.430000        9
  UGC08651        11977963       30.815668        4.139841        3.180000       10
  UGC08662       981280192       61.677269       11.348557       32.200001        9
  UGC08726      1241884160       67.143570        9.504415       29.200001        9
  UGC08760        18634478        5.969933        5.043834        3.630000       10
  UGC08795      3303907840       93.380768       14.453009       43.950001        7
  UGC08837       173587168       11.046300        5.030110        6.030000        9
  UGC08839       297326400        7.377866        3.515792       22.200001       10
  UGC08851       237379264        8.582434        5.277314       22.850000        8
  UGC08892       853800576       33.367832        3.899524       29.700001        8
  UGC08899      1152139136       28.746674        8.202329       38.070000        6
  UGC08909      1613103360       58.374699        8.337778       21.709999        5
  UGC08988      4431754752       53.681187       20.281002       43.959999        9
  UGC08995      1521175552       69.253670        6.693707       23.580000        6
  UGC09071      2720780032       97.781540       12.553136       33.330002        3
  UGC09126       764131712        6.892360        2.941303       36.000000       10
  UGC09128        15325358       10.779109        3.147328        3.620000       10
  UGC09169       586112000      121.216110        6.321636       12.740000        9
