#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  NGC5956                 | UGC09908,SDSSJ153458.54+114501.0,SDSSJ153458.53+114500.9,PGC055501,NGC5956,MCG+02-40-003,LGG401:[G93]001,IRAS15326+1154,CGCG078-017,AGC009908,2MASXJ15345850+1145012                                                                                                                                                                                |     55501 |  32.34 |    NaN |   15.58293 |   11.75028 |     1892 |        4 |     1901 |        3 |     2028 |    NaN |    0.0 |     0.00 |     0.04 | SBc   | B    |       |           |             |   5.8 |   0.5 |     1.17 |     0.06 |  63.95 |   1.84 |    NaN |    NaN |  15.50 |   0.09 |  13.38 |   0.21 |  13.05 |    NaN |    NaN |  12.12 |
  NGC5957                 | UGC09915,SDSSJ153523.21+120251.3,PGC055520,NPM1G+12.0436,NGC5957,MCG+02-40-004,LGG401:[G93]002,IRAS15330+1212,HIPASSJ1535+12,CGCG078-018,AGC009915,ADBSJ153518+1203,2MASXJ15352323+1202510                                                                                                                                                          |     55520 |  32.30 |    NaN |   15.58978 |   12.04757 |     1820 |        5 |     1828 |        2 |     1957 |    NaN |   17.5 |     0.02 |     0.05 | Sb    | B    | R     |           |             |   2.9 |   0.5 |     1.39 |     0.06 |  42.14 |   1.14 | 140.01 |   6.87 |  14.22 |   0.13 |  13.15 |   0.19 |  13.30 |    NaN |    NaN |  11.88 |
  NGC5962                 | UGC09926,SDSSJ153631.68+163628.1,SDSSJ153631.68+163628.0,PGC055588,NGC5962,MCG+03-40-011,LGG400:[G93]004,IRAS15342+1646,HIPASSJ1536+16,CGCG107-012,AGC009926,2MASXJ15363164+1636284                                                                                                                                                                 |     55588 |  32.47 |  32.54 |   15.60880 |   16.60781 |     1965 |        3 |     1958 |        2 |     2122 |  107.8 |   50.8 |     0.19 |     0.03 | Sc    |      | R     |           |             |   5.1 |   0.7 |     1.40 |     0.03 | 157.39 |   2.71 | 203.10 |   3.66 |  14.59 |   0.09 |  10.63 |   0.23 |  11.53 |  -0.01 |   0.54 |  10.52 |
  NGC5970                 | UGC09943,SDSSJ153829.94+121111.7,PGC055665,NGC5970,MCG+02-40-006,LGG401:[G93]003,IRAS15361+1220,HIPASSJ1538+12B,CGCG078-034,AGC009943,2MASXJ15382998+1211117                                                                                                                                                                                        |     55665 |  32.43 |  32.23 |   15.64165 |   12.18661 |     1957 |        3 |     1957 |        3 |     2095 |   87.8 |   47.7 |     0.16 |     0.03 | SBc   | B    | R     |           |             |   5.0 |   0.6 |     1.44 |     0.03 | 142.50 |   3.29 | 192.72 |   4.69 |  14.49 |   0.12 |  11.71 |   0.18 |  11.53 |   0.06 |   0.63 |  10.42 |
  UGC09951                | UGC09951,SDSSJ153920.04+152303.8,SDSSJ153920.03+152303.7,SDSSJ153920.03+152303.5,PGC055710,MCG+03-40-017,CGCG107-019,AGC009951                                                                                                                                                                                                                      |     55710 |  32.51 |    NaN |   15.65557 |   15.38436 |     2005 |        1 |     2004 |        4 |     2157 |  128.9 |   53.9 |     0.22 |     0.05 | SABc  | B    | R     |           |             |   6.6 |   0.7 |     1.10 |     0.09 |  59.67 |   1.49 |  73.83 |   1.94 |  15.80 |   0.21 |    NaN |   0.18 |  15.22 |    NaN |    NaN |  15.28 |
  UGC09991                | UGC09991,SDSSJ154323.97+142608.9,SDSSJ154323.91+142608.3,PGC055867,MCG+03-40-030,CGCG107-029,AGC009991                                                                                                                                                                                                                                              |     55867 |  32.43 |  33.07 |   15.72332 |   14.43574 |     1936 |        4 |     1934 |        4 |     2085 |   70.3 |   80.6 |     0.62 |     0.03 | Sc    |      |       |           |             |   5.9 |   0.4 |     1.09 |     0.04 |  92.18 |   2.28 |  93.44 |   2.32 |  15.59 |   0.26 |    NaN |   0.17 |  14.05 |    NaN |    NaN |  14.22 |
  NGC6015                 | UGC10075,SDSSJ155125.27+621836.1,PGC056219,NGC6015,MCG+10-23-003,KIG0710,IRAS15506+6227,CGCG319-028,CGCG298-003,2MASXJ15512523+6218361                                                                                                                                                                                                              |     56219 |  31.11 |  31.15 |   15.85702 |   62.31004 |      832 |        3 |      833 |        3 |     1120 |   28.0 |   65.7 |     0.35 |     0.04 | Sc    |      |       | M         |             |   5.9 |   0.4 |     1.76 |     0.02 | 133.97 |   2.18 | 146.98 |   2.45 |  13.01 |   0.07 |  11.55 |   0.05 |  10.93 |  -0.14 |   0.49 |  10.09 |
  NGC6012                 | UGC10083,SDSSJ155413.90+143604.3,PGC056334,NGC6012,MCG+03-40-059,KUG1551+147,KIG0712,IRAS15519+1444,HIPASSJ1554+14,CGCG108-003,CGCG107-054,AGC010083,2MIG2170,2MASXJ15541394+1436044                                                                                                                                                                |     56334 |  32.34 |    NaN |   15.90386 |   14.60117 |     1854 |        2 |     1854 |        3 |     2005 |  163.5 |   46.9 |     0.14 |     0.02 | SBab  | B    | R     |           |             |   1.7 |   0.8 |     1.25 |     0.03 |  74.73 |   1.98 | 102.40 |   2.81 |  14.57 |   0.14 |  12.64 |   0.16 |  12.53 |  -0.04 |   0.59 |  10.73 |
  UGC10297                | UGC10297,SDSSJ161528.85+185417.0,RFGC3114,PGC057627,MCG+03-41-144,KAZ420,FGC2009,CGCG108-169,2MFGC13061,2MASXJ16152880+1854174                                                                                                                                                                                                                      |     57627 |  32.80 |  32.83 |   16.25801 |   18.90479 |     2308 |        3 |     2306 |        4 |     2480 |    0.9 |   90.0 |     0.70 |     0.03 | SBc   | B    |       |           |             |   5.2 |   0.6 |     1.33 |     0.03 | 102.97 |   3.40 | 102.97 |    NaN |  15.92 |   0.11 |    NaN |   0.24 |  13.52 |    NaN |    NaN |  13.18 |
  UGC10413                | UGC10413,SDSSJ162927.12+212011.7,SDSSJ162927.12+212011.6,PGC058336,MCG+04-39-007,HIPASSJ1629+21,CGCG138-021,2MASXJ16292718+2120123                                                                                                                                                                                                                  |     58336 |  33.33 |  33.42 |   16.49086 |   21.33663 |     2989 |        2 |     2988 |        3 |     3171 |  171.4 |   71.5 |     0.44 |     0.03 | SABc  | B    |       |           |             |   5.7 |   0.7 |     1.01 |     0.05 | 111.03 |   3.30 | 117.12 |   3.50 |  14.42 |   0.09 |    NaN |   0.19 |  14.40 |    NaN |    NaN |  12.97 |
  UGC10437                | [RGD2002]J163107.54+432054.5,UGC10437,SDSSJ163107.60+432054.8,SDSSJ163107.60+432054.7,SDSSJ163107.59+432054.8,PGC058418,MCG+07-34-106,LOG385,KIG0744,CGCG224-068,2MASXJ16310754+4320529                                                                                                                                                             |     58418 |  33.10 |    NaN |   16.51877 |   43.34852 |     2596 |        2 |     2597 |        4 |     2852 |   16.5 |   32.3 |     0.07 |     0.03 | Sc    |      | R     |           | D           |   5.5 |   1.5 |     1.28 |     0.05 |  91.89 |   2.91 | 172.04 |   6.01 |  14.69 |   0.09 |    NaN |   0.04 |  15.09 |    NaN |    NaN |  14.33 |
  UGC10477                | [RGD2002]J163734.69+371703.6,UGC10477,SDSSJ163734.93+371711.6,SDSSJ163734.92+371711.6,SDSSJ163734.91+371711.6,SDSSJ163734.84+371710.2,SDSSJ163734.84+371710.1,PGC058633,MCG+06-36-056,KUG1635+373,KIG0753,EONJ249.395+37.286,EGISJ163734.8+371710,CGCG196-085                                                                                       |     58633 |  31.11 |    NaN |   16.62635 |   37.28607 |      872 |        1 |      851 |       10 |     1112 |   24.1 |   79.0 |     0.57 |     0.03 | Sc    |      |       |           |             |   5.6 |   1.7 |     1.06 |     0.04 |  45.32 |   2.46 |  46.17 |   2.52 |  15.79 |   0.30 |    NaN |   0.06 |  14.30 |    NaN |    NaN |  14.47 |
  NGC6267                 | UGC10628,SDSSJ165808.66+225906.3,PGC059340,NGC6267,MCG+04-40-009,LGG409:[G93]001,IRAS16560+2303,CGCG139-025,2MASXJ16580867+2259062                                                                                                                                                                                                                  |     59340 |  33.33 |    NaN |   16.96907 |   22.98509 |     2980 |        1 |     2979 |        3 |     3170 |   33.3 |   41.5 |     0.12 |     0.02 | Sc    | B    | R     | M         |             |   4.8 |   1.0 |     1.11 |     0.04 | 105.69 |   2.04 | 159.56 |   3.28 |  15.60 |   0.14 |  12.90 |   0.31 |  13.34 |    NaN |    NaN |    NaN |
  NGC6278                 | UGC10656,SDSSJ170050.32+230039.7,PGC059426,NGC6278,MCG+04-40-011,LGG409:[G93]003,CGCG139-029,2MASXJ17005034+2300394                                                                                                                                                                                                                                 |     59426 |  33.19 |    NaN |   17.01398 |   23.01104 |     2795 |       24 |     2776 |        9 |     2986 |  127.8 |   78.8 |     0.30 |     0.03 | S0    | B    | R     |           |             |  -1.8 |   0.7 |     1.24 |     0.04 |  74.59 |   4.42 |  76.04 |   4.53 |  17.19 |   0.37 |    NaN |   0.27 |  13.43 |    NaN |    NaN |    NaN |
  UGC10713                | UGC10713,SDSSJ170434.01+722647.9,PGC059551,MCG+12-16-018,KAZ119,IRAS17053+7230,CGCG339-027,2MFGC13654,2MASXJ17043393+7226475                                                                                                                                                                                                                        |     59551 |  31.52 |  32.57 |   17.07610 |   72.44665 |     1072 |        4 |     1071 |        4 |     1367 |    6.5 |   90.0 |     0.72 |     0.04 | SBb   | B    |       |           |             |   3.0 |   0.4 |     1.26 |     0.06 | 105.12 |   3.10 | 105.12 |    NaN |  15.55 |   0.09 |  12.79 |   0.19 |  12.57 |    NaN |    NaN |    NaN |
  NGC6340                 | UGC10762,SDSSJ171024.84+721815.9,PGC059742,NGC6340,MCG+12-16-023,CGCG339-031,2MASXJ17102496+7218156                                                                                                                                                                                                                                                 |     59742 |  31.75 |    NaN |   17.17358 |   72.30439 |     1215 |       14 |     1202 |        4 |     1511 |    NaN |   19.9 |     0.02 |     0.05 | S0-a  |      | R     |           |             |   0.4 |   0.6 |     1.48 |     0.05 |  89.36 |   3.13 | 262.43 |  13.71 |  14.91 |   0.20 |    NaN |   0.21 |  11.73 |    NaN |   0.80 |    NaN |
  UGC10791                | UGC10791,SDSSJ171438.69+722354.9,PGC059908,MCG+12-16-026,CGCG339-035                                                                                                                                                                                                                                                                                |     59908 |  31.86 |  32.73 |   17.24408 |   72.39875 |     1328 |        3 |     1328 |        4 |     1624 |    NaN |    0.0 |     0.00 |     0.06 | Sm    | B    | R     |           | D           |   8.8 |   0.5 |     1.27 |     0.07 |  68.42 |   2.35 |    NaN |    NaN |  15.99 |   0.10 |    NaN |   0.21 |  15.19 |    NaN |    NaN |    NaN |
  UGC10803                | [RC2]A1717+73,UGC10803,SDSSJ171605.26+732610.6,PGC059971,MCG+12-16-028,KIG0798,KAZ125,IRAS17172+7329,CGCG339-037,2MASXJ17160528+7326089                                                                                                                                                                                                             |     59971 |  31.81 |    NaN |   17.26813 |   73.43605 |     1253 |        6 |     1255 |       12 |     1549 |   24.5 |   44.8 |     0.13 |     0.04 | SABa  | B    |       | M         |             |   1.5 |   2.9 |     1.04 |     0.07 | 104.25 |  11.12 | 147.85 |  16.06 |  15.07 |   0.26 |    NaN |   0.20 |  12.48 |    NaN |    NaN |    NaN |
  NGC6339                 | UGC10790,SDSSJ171706.46+405041.8,PGC060003,NGC6339,MCG+07-35-059,LOG397,IRAS17155+4053,IRAS17154+4053,CGCG225-092,2MASXJ17170650+4050418                                                                                                                                                                                                            |     60003 |  32.70 |  31.99 |   17.28512 |   40.84501 |     2108 |        4 |     2110 |        3 |     2359 |  169.5 |   52.0 |     0.20 |     0.03 | Sc    | B    |       |           |             |   6.3 |   0.9 |     1.27 |     0.04 |  95.40 |   2.37 | 121.04 |   3.09 |  14.80 |   0.09 |  13.13 |   0.12 |  13.31 |    NaN |    NaN |  12.26 |
  NGC6395                 | UGC10876,SDSSJ172631.28+710546.8,PGC060291,NGC6395,MCG+12-16-039,IRAS17272+7108,HIJASSJ1726+71,CGCG339-044,2MASXJ17263128+7105465                                                                                                                                                                                                                   |     60291 |  31.64 |  31.52 |   17.44202 |   71.09630 |     1163 |        2 |     1163 |        3 |     1459 |   16.7 |   74.3 |     0.49 |     0.02 | SBc   | B    |       |           |             |   5.8 |   0.5 |     1.35 |     0.03 |  88.95 |   2.28 |  92.39 |   2.38 |  14.74 |   0.09 |  13.53 |   0.17 |  11.98 |    NaN |    NaN |  12.02 |
